OrderID,OrderDate,Category,Product,State,Quantity,UnitPrice,Discount%,OrderStatus,PaymentMode,Channel,OrderAmount
OD20245,21-12-2024,Books,Diary,Tamil Nadu,5,5880.48,10,Delivered,UPI,Mobile App,26462.16
OD20246,08-10-2024,Books,Comic,Rajasthan,6,2627.59,0,Cancelled,COD,Mobile App,15765.54
OD20247,20-07-2024,Beauty,Perfume,Maharashtra,5,2241.31,15,Delivered,Debit Card,Mobile App,9525.57
OD20248,19-10-2024,Beauty,Perfume,Rajasthan,2,7995.38,0,Returned,Credit Card,Mobile App,15990.76
OD20249,13-06-2024,Beauty,Lipstick,Delhi,4,2989.84,20,Delivered,Wallet,Mobile App,9567.49
OD20250,21-07-2024,Beauty,Face Wash,Tamil Nadu,3,7976.15,0,Cancelled,UPI,Mobile App,23928.45
OD20251,14-11-2024,Home,Table Lamp,UP,3,4258.58,20,Delivered,Credit Card,Mobile App,10220.59
OD20252,10-05-2024,Books,Comic,Gujarat,2,2233.42,25,Delivered,Debit Card,Mobile App,3350.13
OD20253,06-07-2024,Electronics,Bluetooth Speaker,West Bengal,1,5743.41,10,Cancelled,Wallet,Mobile App,5169.07
OD20254,02-02-2024,Books,Notebook,Gujarat,6,1744.56,0,Delivered,UPI,Website,10467.36
OD20255,24-08-2024,Books,Diary,Rajasthan,6,6740.7,20,Cancelled,UPI,Mobile App,32355.36
OD20256,14-12-2024,Fashion,Sneakers,Delhi,3,4497.72,20,Cancelled,UPI,Mobile App,10794.53
OD20257,29-01-2024,Electronics,Power Bank,Rajasthan,6,1718.71,15,Cancelled,Credit Card,Mobile App,8765.42
OD20258,20-06-2024,Electronics,Power Bank,Gujarat,2,4218.02,0,Delivered,Debit Card,Mobile App,8436.04
OD20259,14-12-2024,Books,Guide Book,West Bengal,1,2558.75,10,Cancelled,UPI,Mobile App,2302.88
OD20260,02-12-2024,Books,Comic,Rajasthan,4,5722.51,5,Delivered,UPI,Mobile App,21745.54
OD20261,28-07-2024,Electronics,Phone Cover,Maharashtra,5,6613.59,0,Delivered,Wallet,Mobile App,33067.95
OD20262,14-04-2024,Beauty,Hair Oil,UP,1,1564.06,0,Delivered,UPI,Mobile App,1564.06
OD20263,18-04-2024,Beauty,Lipstick,Tamil Nadu,5,6730.68,5,Pending,UPI,Mobile App,31970.73
OD20264,17-12-2024,Fashion,Jeans,Rajasthan,4,1365.47,0,Pending,Wallet,Mobile App,5461.88
OD20265,12-05-2024,Books,Notebook,Tamil Nadu,3,4457.54,10,Delivered,Debit Card,Mobile App,12035.36
OD20266,01-12-2024,Fashion,Jeans,UP,5,5599.41,10,Cancelled,UPI,Mobile App,25197.35
OD20267,28-05-2024,Electronics,Power Bank,Maharashtra,4,2881.4,25,Delivered,UPI,Mobile App,8644.2
OD20268,26-04-2024,Fashion,Sneakers,Tamil Nadu,5,7408.16,0,Returned,Debit Card,Website,37040.8
OD20269,18-08-2024,Fashion,Jeans,Gujarat,4,2092.06,15,Delivered,COD,Website,7113
OD20270,31-10-2024,Books,Novel,Karnataka,4,3771.97,0,Delivered,Wallet,Mobile App,15087.88
OD20271,03-07-2024,Electronics,Smartwatch,KARNATAKA,2,5352.55,0,Delivered,Debit Card,Website,10705.1
OD20272,19-03-2024,Electronics,Power Bank,Maharashtra,4,2273.18,0,Delivered,Debit Card,Mobile App,9092.72
OD20273,06-03-2024,Home,Table Lamp,UP,2,5853.66,10,Delivered,Wallet,Mobile App,10536.59
OD20274,19-03-2024,Fashion,T-Shirt,Karnataka,3,7985.54,20,Cancelled,Wallet,Mobile App,19165.3
OD20275,05-05-2024,Fashion,Kurti,Delhi,1,4853.55,0,Delivered,UPI,Mobile App,4853.55
OD20276,11-06-2024,Books,Notebook,Delhi,4,6324.83,0,Delivered,Debit Card,Mobile App,25299.32
OD20277,17-12-2024,Fashion,Kurti,UP,3,5712.49,0,Delivered,UPI,Website,17137.47
OD20278,29-07-2024,Fashion,T-Shirt,Gujarat,1,5259.93,15,Returned,Credit Card,Mobile App,4470.94
OD20279,14-12-2024,Home,Bedsheet,Rajasthan,5,1443.09,20,Pending,Wallet,Website,5772.36
OD20280,02-05-2024,Electronics,Smartwatch,UP,2,4762.86,10,Cancelled,COD,Mobile App,8573.15
OD20281,26-04-2024,Beauty,Hair Oil,Maharashtra,6,5424.68,15,Pending,COD,Website,
OD20282,29-07-2024,Electronics,Bluetooth Speaker,West Bengal,5,2500.75,5,Delivered,UPI,Mobile App,11878.56
OD20283,05-04-2024,Home,Bedsheet,Tamil Nadu,6,7133.01,20,Pending,COD,Mobile App,34238.45
OD20284,18-03-2024,Beauty,Perfume,Gujarat,3,1464.22,15,Returned,Wallet,Mobile App,3733.76
OD20285,01-01-2024,Fashion,Sneakers,Delhi,2,964.37,10,Cancelled,Wallet,Mobile App,1735.87
OD20286,08-02-2024,Fashion,Jeans,West Bengal,5,5048.54,25,Delivered,COD,Website,18932.03
OD20287,20-12-2024,Beauty,Hair Oil,Gujarat,1,597.29,0,Returned,Wallet,Mobile App,597.29
OD20288,11-03-2024,Electronics,Smartwatch,Rajasthan,1,7630.86,10,Delivered,Credit Card,Mobile App,6867.77
OD20289,03-08-2024,Fashion,Jeans,Delhi,5,7828.49,0,Pending,Debit Card,Mobile App,39142.45
OD20290,25-01-2024,Fashion,Handbag,Rajasthan,5,2875.87,5,Delivered,Credit Card,Mobile App,13660.38
OD20291,15-07-2024,Electronics,Phone Cover,Tamil Nadu,3,7702.69,5,Delivered,COD,Mobile App,21952.67
OD20292,20-07-2024,Electronics,Smartwatch,Gujarat,3,3176.31,25,Delivered,COD,Mobile App,7146.7
OD20293,22-05-2024,Home,Bedsheet,Karnataka,5,3841.22,20,Delivered,Debit Card,Website,15364.88
OD20294,22-01-2024,Home,Table Lamp,Delhi,5,6639.17,10,Delivered,Wallet,Website,29876.26
OD20295,06-06-2024,Books,Guide Book,Maharashtra,2,5211.46,0,Cancelled,COD,Mobile App,10422.92
OD20296,30-12-2024,Home,Cushion,Karnataka,2,4324.57,20,Pending,COD,Website,6919.31
OD20297,22-10-2024,Books,Novel,UP,4,3318.89,10,Pending,Credit Card,Website,11948
OD20298,27-05-2024,Home,Bedsheet,West Bengal,2,5232.52,20,Returned,Wallet,Mobile App,8372.03
OD20299,07-06-2024,Books,Notebook,UP,1,2973.97,0,Delivered,Credit Card,Website,2973.97
OD20300,20-05-2024,Beauty,Lipstick,Rajasthan,5,613.94,25,returned,UPI,Mobile App,2302.28
OD20301,18-06-2024,Fashion,Jeans,Gujarat,5,4612.35,10,Returned,Wallet,Website,20755.58
OD20302,15-09-2024,Fashion,Kurti,Delhi,3,3477.71,0,Pending,Wallet,Mobile App,10433.13
OD20303,29-09-2024,Fashion,T-Shirt,Gujarat,3,5313.93,10,Delivered,Wallet,Mobile App,14347.61
OD20304,27-02-2024,Fashion,Jeans,UP,4,1449.71,10,Delivered,Credit Card,Mobile App,5218.96
OD20305,12-01-2024,Fashion,Handbag,Tamil Nadu,6,5821.88,0,Delivered,Wallet,Mobile App,34931.28
OD20306,16-10-2024,Books,Comic,Karnataka,6,2628.08,15,Delivered,UPI,Mobile App,13403.21
OD20307,19-03-2024,Electronics,Smartwatch,Maharashtra,3,6253.14,25,Cancelled,Credit Card,Website,14069.57
OD20308,17-09-2024,Books,Diary,TAMIL NADU,4,1792.92,10,Pending,Wallet,Mobile App,6454.51
OD20309,09-03-2024,Beauty,Lipstick,West Bengal,2,251.07,10,pending,UPI,Mobile App,451.93
OD20310,14-06-2024,Electronics,Power Bank,Maharashtra,3,5052.96,25,cancelled,Debit Card,Mobile App,11369.16
OD20311,12-04-2024,Electronics,Earbuds,Karnataka,4,3732.8,25,Delivered,Credit Card,Mobile App,11198.4
OD20312,01-03-2024,Beauty,Sunscreen,Karnataka,4,4852.71,0,Pending,Credit Card,Website,19410.84
OD20313,01-01-2024,Fashion,T-Shirt,UP,1,3812.29,20,Delivered,Wallet,Mobile App,3049.83
OD20314,27-08-2024,Home,Bedsheet,Karnataka,1,3908.95,0,Pending,Debit Card,Website,3908.95
OD20315,06-02-2024,Books,Guide Book,Delhi,1,4513.77,0,Returned,UPI,Mobile App,4513.77
OD20316,13-10-2024,Beauty,Hair Oil,Delhi,6,1786.99,5,Returned,Credit Card,Mobile App,10185.84
OD20317,06-10-2024,Electronics,Phone Cover,Maharashtra,5,2917.34,0,Delivered,Debit Card,Mobile App,14586.7
OD20318,16-03-2024,Home,Cushion,TAMIL NADU,4,4910.45,15,Delivered,Wallet,Mobile App,16695.53
OD20319,27-07-2024,Books,Guide Book,Rajasthan,5,4659.92,10,pending,UPI,Mobile App,20969.64
OD20320,12-11-2024,Beauty,Face Wash,Karnataka,3,3617.65,5,delivered,Credit Card,Mobile App,10310.3
OD20321,20-05-2024,Fashion,Sneakers,Gujarat,2,253.31,0,Delivered,Credit Card,Mobile App,506.62
OD20322,23-02-2024,Electronics,Phone Cover,Karnataka,1,6629.72,15,Cancelled,Credit Card,Mobile App,5635.26
OD20323,27-07-2024,Books,Novel,UP,5,5564.9,0,Pending,Debit Card,Mobile App,
OD20324,10-11-2024,Electronics,Power Bank,Rajasthan,6,1456.5,10,cancelled,Credit Card,Mobile App,7865.1
OD20325,01-12-2024,Books,Diary,Karnataka,1,4843.19,20,Delivered,UPI,Mobile App,3874.55
OD20326,27-11-2024,Books,Novel,Rajasthan,5,5547.18,10,Cancelled,Credit Card,Mobile App,24962.31
OD20327,14-06-2024,Electronics,Bluetooth Speaker,Gujarat,2,390.97,10,Delivered,UPI,Mobile App,703.75
OD20328,03-12-2024,Electronics,Earbuds,KARNATAKA,6,4757.81,10,Delivered,Debit Card,Website,25692.17
OD20329,01-02-2024,Books,Diary,UP,1,2472.7,10,Delivered,Debit Card,Mobile App,2225.43
OD20330,24-09-2024,Home,Cushion,Karnataka,6,1025.06,10,Delivered,Credit Card,Mobile App,5535.32
OD20331,24-11-2024,Beauty,Perfume,UP,4,2213.93,0,Delivered,COD,Mobile App,8855.72
OD20332,23-08-2024,Beauty,Face Wash,Maharashtra,5,5735.45,0,Cancelled,COD,Website,28677.25
OD20333,16-05-2024,Electronics,Power Bank,Maharashtra,3,3634.76,10,Delivered,Wallet,Mobile App,9813.85
OD20334,25-09-2024,Electronics,Earbuds,West Bengal,1,2031.94,5,Returned,COD,Mobile App,1930.34
OD20335,20-02-2024,Electronics,Bluetooth Speaker,Gujarat,2,2352.94,15,Delivered,UPI,Website,4000
OD20336,12-09-2024,Beauty,Face Wash,UP,6,4898.69,15,Delivered,Debit Card,Mobile App,24983.32
OD20337,11-02-2024,Fashion,T-Shirt,Rajasthan,4,1853.2,0,Delivered,Wallet,Mobile App,7412.8
OD20338,13-12-2024,Electronics,Bluetooth Speaker,Delhi,2,248.99,25,Delivered,Credit Card,Mobile App,373.49
OD20339,07-06-2024,Fashion,Sneakers,UP,4,2277.19,15,Delivered,Debit Card,Mobile App,
OD20340,07-11-2024,Fashion,T-Shirt,Karnataka,3,4912.2,25,Returned,Debit Card,Mobile App,11052.45
OD20341,24-10-2024,Fashion,Kurti,Karnataka,3,7109.23,0,Delivered,COD,Mobile App,21327.69
OD20342,17-05-2024,Books,Notebook,Karnataka,6,3350.84,0,cancelled,Debit Card,Mobile App,20105.04
OD20343,28-09-2024,Fashion,Sneakers,Maharashtra,4,6813.2,0,Cancelled,Wallet,Mobile App,27252.8
OD20344,19-10-2024,Beauty,Face Wash,Tamil Nadu,4,1574.97,10,Pending,UPI,Website,5669.89
OD20345,10-12-2024,Books,Guide Book,UP,3,6426.84,0,Cancelled,Credit Card,Mobile App,19280.52
OD20346,15-02-2024,Home,Wall Clock,West Bengal,2,4408.96,20,Delivered,COD,Mobile App,7054.34
OD20347,16-05-2024,Fashion,Kurti,UP,1,430.01,5,Cancelled,Debit Card,Mobile App,408.51
OD20348,30-03-2024,Home,Table Lamp,Gujarat,4,5590.98,5,Cancelled,Credit Card,Mobile App,21245.72
OD20349,03-06-2024,Books,Notebook,Gujarat,6,2157.76,0,Returned,UPI,Mobile App,12946.56
OD20350,05-02-2024,Books,Comic,Delhi,1,6721.16,0,Pending,Credit Card,Website,6721.16
OD20351,15-02-2024,Electronics,Earbuds,Maharashtra,2,1316.64,15,Delivered,Debit Card,Mobile App,2238.29
OD20352,24-03-2024,Electronics,Earbuds,Tamil Nadu,3,867.45,0,Pending,Wallet,Mobile App,2602.35
OD20353,19-03-2024,Fashion,Kurti,DELHI,6,3469.12,10,Pending,UPI,Mobile App,18733.25
OD20354,28-04-2024,Fashion,  Sneakers,Rajasthan,5,882.58,25,Returned,COD,Mobile App,3309.68
OD20355,24-09-2024,Home,  Curtain,West Bengal,5,2755,0,Delivered,COD,Mobile App,13775
OD20356,05-12-2024,Fashion,Kurti,Tamil Nadu,3,1180.14,0,Delivered,Debit Card,Mobile App,3540.42
OD20357,29-01-2024,Home,Curtain,Tamil Nadu,5,2626.69,10,Delivered,Credit Card,Mobile App,11820.11
OD20358,02-03-2024,Electronics,Power Bank,Gujarat,5,5789.15,15,Pending,UPI,Mobile App,24603.89
OD20359,09-05-2024,Beauty,Hair Oil,Maharashtra,6,4181.41,25,Delivered,Wallet,Mobile App,18816.35
OD20360,23-02-2024,Home,Curtain,DELHI,4,839.71,10,Delivered,COD,Website,3022.96
OD20361,11-08-2024,Home,Bedsheet,Gujarat,5,822.75,20,Pending,Credit Card,Website,3291
OD20362,29-09-2024,Electronics,Smartwatch,Karnataka,5,6689.77,5,Delivered,UPI,Mobile App,31776.41
OD20363,16-02-2024,Beauty,Sunscreen,Maharashtra,3,7552.2,20,Cancelled,COD,Mobile App,18125.28
OD20364,24-02-2024,Fashion,Kurti,Rajasthan,5,2809.98,10,Delivered,Wallet,Mobile App,12644.91
OD20365,15-12-2024,Home,Wall Clock,Gujarat,2,5328.26,0,delivered,Wallet,Website,10656.52
OD20366,11-06-2024,Electronics,Smartwatch,UP,3,7604.43,10,Delivered,UPI,Mobile App,20531.96
OD20367,28-03-2024,Books,Notebook,Delhi,2,6532.17,10,Returned,Wallet,Mobile App,11757.91
OD20368,12-06-2024,Electronics,Smartwatch,Karnataka,2,6878.83,0,Returned,Credit Card,Mobile App,13757.66
OD20369,21-02-2024,Home,Wall Clock,Maharashtra,1,2718.02,0,Delivered,Credit Card,Mobile App,2718.02
OD20370,12-07-2024,Beauty,Perfume,Rajasthan,3,5163.27,25,Delivered,Wallet,Website,11617.36
OD20371,04-09-2024,Books,Diary,Maharashtra,4,3418.85,10,Delivered,UPI,Website,12307.86
OD20372,13-01-2024,Beauty,Sunscreen,West Bengal,6,1178.27,0,Delivered,Credit Card,Website,7069.62
OD20373,21-03-2024,Fashion,Jeans,West Bengal,4,5150.02,0,Cancelled,Credit Card,Mobile App,20600.08
OD20374,08-12-2024,Books,Diary,Delhi,2,4898.18,20,returned,UPI,Mobile App,7837.09
OD20375,15-09-2024,Electronics,Earbuds,UP,1,7225.68,10,Returned,COD,Website,6503.11
OD20376,05-11-2024,Beauty,Lipstick,Tamil Nadu,3,1985.18,10,Returned,Credit Card,Mobile App,5359.99
OD20377,21-09-2024,Books,Comic,UP,2,1972.43,5,Delivered,Wallet,Mobile App,3747.62
OD20378,07-09-2024,Home,Table Lamp,Delhi,1,3624.61,0,Delivered,Credit Card,Mobile App,3624.61
OD20379,05-05-2024,Books,Comic,West Bengal,2,1937.27,20,Delivered,UPI,Mobile App,3099.63
OD20380,04-03-2024,Fashion,Handbag,Gujarat,5,2474.65,20,Cancelled,Debit Card,Mobile App,9898.6
OD20381,30-10-2024,Books,Notebook,Rajasthan,5,1285.52,5,Delivered,Debit Card,Mobile App,6106.22
OD20382,26-11-2024,Home,Cushion,West Bengal,2,3802.54,0,Delivered,COD,Mobile App,7605.08
OD20383,10-10-2024,Books,Comic,Karnataka,6,5352.49,0,Pending,Wallet,Mobile App,32114.94
OD20384,29-11-2024,Home,Wall Clock,West Bengal,2,2392.4,5,Delivered,Wallet,Website,4545.56
OD20385,23-11-2024,Home,Curtain,Gujarat,4,1062.57,10,Cancelled,COD,Website,
OD20386,21-05-2024,Home,Curtain,Delhi,3,2410.32,25,Delivered,Credit Card,Mobile App,5423.22
OD20387,30-01-2024,Home,Wall Clock,UP,4,2221.11,0,Delivered,COD,Mobile App,8884.44
OD20388,04-08-2024,Electronics,Bluetooth Speaker,West Bengal,1,5092.1,5,Returned,UPI,Website,4837.49
OD20389,25-08-2024,Home,Wall Clock,Maharashtra,2,990.84,10,Returned,COD,Mobile App,1783.51
OD20390,16-08-2024,Beauty,Hair Oil,Tamil Nadu,2,3942.14,0,Pending,Debit Card,Website,7884.28
OD20391,13-08-2024,Beauty,  Sunscreen,Delhi,5,6358.68,0,Cancelled,Wallet,Mobile App,31793.4
OD20392,11-09-2024,Electronics,Phone Cover,Karnataka,2,5553.6,5,Pending,UPI,Mobile App,10551.84
OD20393,05-12-2024,Beauty,Lipstick,West Bengal,4,2770,25,Returned,Debit Card,Mobile App,8310
OD20394,11-06-2024,Books,Novel,Gujarat,6,6096.81,10,Returned,UPI,Mobile App,32922.77
OD20395,12-02-2024,Electronics,Power Bank,West Bengal,5,3402.55,10,returned,Credit Card,Website,15311.48
OD20396,06-11-2024,Beauty,Perfume,Maharashtra,4,3618.11,10,Delivered,Debit Card,Mobile App,13025.2
OD20397,08-07-2024,Electronics,Smartwatch,Tamil Nadu,2,7371.56,20,Returned,Debit Card,Mobile App,11794.5
OD20398,15-03-2024,Beauty,Face Wash,Delhi,6,2467.06,5,Delivered,UPI,Mobile App,14062.24
OD20399,11-02-2024,Beauty,Face Wash,Maharashtra,1,1840.98,25,Pending,Credit Card,Website,1380.74
OD20400,21-06-2024,Fashion,Handbag,Tamil Nadu,2,1435.79,10,Cancelled,Credit Card,Mobile App,2584.42
OD20401,18-04-2024,Electronics,Bluetooth Speaker,Rajasthan,1,3418.16,25,Delivered,Wallet,Mobile App,2563.62
OD20402,10-10-2024,Home,Wall Clock,Maharashtra,3,3330.38,5,Delivered,UPI,Mobile App,9491.58
OD20403,24-06-2024,Books,Comic,Karnataka,1,3036.27,0,Delivered,Credit Card,Mobile App,3036.27
OD20404,22-08-2024,Electronics,Smartwatch,UP,1,7660.63,25,Pending,COD,Mobile App,5745.47
OD20405,06-04-2024,Books,Notebook,Gujarat,5,1644.8,10,Pending,Wallet,Website,
OD20406,01-05-2024,Fashion,Handbag,Maharashtra,6,1016.34,10,Delivered,UPI,Mobile App,
OD20407,18-10-2024,Electronics,Smartwatch,Gujarat,6,219.41,20,Delivered,Credit Card,Mobile App,
OD20408,03-03-2024,Fashion,T-Shirt,UP,3,4745.96,15,Pending,COD,Website,12102.2
OD20409,07-08-2024,Home,Curtain,Karnataka,3,6985.91,0,Delivered,Credit Card,Mobile App,20957.73
OD20410,02-07-2024,Home,Curtain,Karnataka,3,2152.29,5,Delivered,Credit Card,Mobile App,6134.03
OD20411,13-10-2024,Books,Diary,Maharashtra,4,3389.68,0,Pending,Credit Card,Mobile App,13558.72
OD20412,28-10-2024,Fashion,T-Shirt,Rajasthan,4,3520.44,25,Delivered,Wallet,Mobile App,10561.32
OD20413,11-04-2024,Electronics,Phone Cover,Karnataka,1,2189.43,15,Delivered,COD,Mobile App,1861.02
OD20414,09-08-2024,Fashion,Kurti,Tamil Nadu,3,7462.39,0,Pending,Credit Card,Website,22387.17
OD20415,20-06-2024,Home,Curtain,Delhi,1,954.3,10,Returned,COD,Website,858.87
OD20416,25-12-2024,Fashion,Sneakers,Delhi,2,5345.63,0,Delivered,Credit Card,Mobile App,10691.26
OD20417,24-07-2024,Home,Wall Clock,Delhi,4,5554.15,20,Delivered,UPI,Mobile App,17773.28
OD20418,09-04-2024,Books,Guide Book,Tamil Nadu,1,5408.12,25,Returned,COD,Mobile App,4056.09
OD20419,11-08-2024,Fashion,T-Shirt,Rajasthan,2,5330.9,0,Pending,UPI,Website,10661.8
OD20420,23-04-2024,Home,Wall Clock,Delhi,5,7595.13,10,Delivered,Credit Card,Mobile App,34178.08
OD20421,08-03-2024,Beauty,Lipstick,Delhi,1,4419.61,20,Delivered,UPI,Mobile App,3535.69
OD20422,19-03-2024,Electronics,Power Bank,Delhi,1,7011.72,0,Delivered,Wallet,Mobile App,7011.72
OD20423,08-06-2024,Books,Diary,UP,5,1752.73,15,Delivered,Debit Card,Mobile App,7449.1
OD20424,08-08-2024,Books,Novel,West Bengal,6,4842.68,0,Returned,Debit Card,Mobile App,29056.08
OD20425,05-10-2024,Fashion,Handbag,West Bengal,3,2450.62,0,Delivered,Debit Card,Mobile App,7351.86
OD20426,03-07-2024,Beauty,Perfume,Maharashtra,6,5285.1,10,Cancelled,Debit Card,Website,28539.54
OD20427,17-01-2024,Home,Cushion,West Bengal,4,7701.54,10,Delivered,Credit Card,Mobile App,27725.54
OD20428,18-05-2024,Electronics,Smartwatch,UP,4,489.34,5,Delivered,Debit Card,Mobile App,1859.49
OD20429,23-05-2024,Fashion,Kurti,GUJARAT,1,7388.28,10,Delivered,Credit Card,Mobile App,6649.45
OD20430,19-05-2024,Books,Novel,Maharashtra,4,4157.51,10,Delivered,UPI,Mobile App,14967.04
OD20431,15-11-2024,Home,Wall Clock,Delhi,6,1629.1,0,Returned,Credit Card,Mobile App,9774.6
OD20432,03-03-2024,Beauty,Sunscreen,Gujarat,1,4637.28,0,Returned,Debit Card,Website,4637.28
OD20433,23-07-2024,Fashion,T-Shirt,Gujarat,2,5282.96,20,Delivered,Wallet,Mobile App,8452.74
OD20434,27-08-2024,Home,Table Lamp,Rajasthan,1,576.87,20,Cancelled,Wallet,Mobile App,461.5
OD20435,13-08-2024,Fashion,T-Shirt,TAMIL NADU,1,2588.75,10,Pending,COD,Mobile App,2329.88
OD20436,25-12-2024,Books,Guide Book,Tamil Nadu,3,4201.42,5,Delivered,Credit Card,Mobile App,11974.05
OD20437,04-11-2024,Beauty,Perfume,Gujarat,5,4540.2,10,Delivered,Debit Card,Mobile App,20430.9
OD20438,22-06-2024,Fashion,Jeans,Maharashtra,2,3426.67,15,Delivered,COD,Mobile App,5825.34
OD20439,29-03-2024,Beauty,Perfume,UP,6,3739.45,15,Pending,COD,Website,19071.19
OD20440,11-04-2024,Beauty,Sunscreen,Rajasthan,5,1507.98,5,Pending,Credit Card,Mobile App,7162.9
OD20441,04-09-2024,Home,Curtain,Karnataka,6,4990.22,5,Delivered,Wallet,Mobile App,28444.25
OD20442,05-07-2024,Beauty,Perfume,Karnataka,4,3670.53,5,Delivered,Wallet,Mobile App,13948.01
OD20443,23-09-2024,Home,Bedsheet,Karnataka,1,273.67,10,Cancelled,Credit Card,Mobile App,246.3
OD20444,08-03-2024,Home,Cushion,Delhi,3,3075.86,0,Delivered,Debit Card,Mobile App,9227.58
OD20445,04-11-2024,Electronics,Power Bank,Rajasthan,3,4491.51,0,Delivered,Wallet,Mobile App,13474.53
OD20446,14-07-2024,Books,Diary,Karnataka,6,4411.04,20,Cancelled,Wallet,Mobile App,21172.99
OD20447,24-01-2024,Fashion,Jeans,West Bengal,2,895.55,25,Delivered,Debit Card,Mobile App,1343.32
OD20448,11-09-2024,Fashion,Kurti,Gujarat,6,7311.34,20,Delivered,Wallet,Mobile App,35094.43
OD20449,19-10-2024,Fashion,Kurti,Gujarat,1,2219.93,15,Pending,Debit Card,Mobile App,1886.94
OD20450,11-03-2024,Electronics,Smartwatch,Tamil Nadu,5,4487.32,5,Pending,COD,Mobile App,21314.77
OD20451,21-02-2024,Beauty,Hair Oil,UP,2,3383.76,5,Delivered,Credit Card,Mobile App,6429.14
OD20452,13-08-2024,Fashion,Sneakers,UP,6,4104.09,0,Delivered,Wallet,Website,24624.54
OD20453,05-06-2024,Books,Guide Book,UP,6,5856.38,10,Returned,Credit Card,Mobile App,31624.45
OD20454,31-01-2024,Fashion,Jeans,Maharashtra,5,6982.68,0,Delivered,COD,Mobile App,34913.4
OD20455,24-08-2024,Home,Bedsheet,Tamil Nadu,2,3066.64,20,Delivered,COD,Mobile App,4906.62
OD20456,28-06-2024,Electronics,Power Bank,UP,1,2610.2,20,Cancelled,Wallet,Mobile App,2088.16
OD20457,20-05-2024,Beauty,Sunscreen,Rajasthan,2,6649.47,20,Delivered,Credit Card,Website,10639.15
OD20458,05-01-2024,Electronics,Smartwatch,West Bengal,1,2182.19,25,Pending,COD,Mobile App,1636.64
OD20459,02-12-2024,Fashion,Sneakers,Delhi,3,321.91,25,Pending,UPI,Mobile App,724.3
OD20460,06-10-2024,Electronics,Smartwatch,Tamil Nadu,6,6493.74,0,Delivered,Debit Card,Mobile App,
OD20461,03-03-2024,Books,Guide Book,West Bengal,1,4253.78,10,Cancelled,Credit Card,Mobile App,3828.4
OD20462,22-09-2024,Beauty,Hair Oil,WEST BENGAL,5,2338.43,0,Returned,COD,Mobile App,11692.15
OD20463,19-03-2024,Books,Comic,Gujarat,5,4226.11,20,Delivered,COD,Website,16904.44
OD20464,05-12-2024,Electronics,Phone Cover,Rajasthan,3,7300.71,25,Pending,Wallet,Website,16426.6
OD20465,30-08-2024,Beauty,Perfume,Karnataka,1,274.06,5,Returned,Wallet,Website,260.36
OD20466,13-08-2024,Fashion,Jeans,West Bengal,3,4749.9,15,Delivered,Debit Card,Website,12112.24
OD20467,02-02-2024,Electronics,Earbuds,West Bengal,5,5594.45,10,Pending,Wallet,Mobile App,25175.03
OD20468,22-11-2024,Home,Curtain,Tamil Nadu,6,4146.79,0,Returned,Wallet,Mobile App,24880.74
OD20469,30-07-2024,Home,Cushion,UP,5,2299.41,10,Cancelled,Credit Card,Mobile App,10347.34
OD20470,10-02-2024,Books,Notebook,Delhi,3,6926.99,5,Delivered,UPI,Mobile App,19741.92
OD20471,24-11-2024,Electronics,Power Bank,Rajasthan,6,4300.15,20,Delivered,Credit Card,Mobile App,20640.72
OD20472,03-12-2024,Books,Comic,West Bengal,5,3288.59,20,Delivered,Wallet,Mobile App,13154.36
OD20473,15-12-2024,Electronics,Earbuds,UP,6,747.41,5,Delivered,Debit Card,Mobile App,4260.24
OD20474,28-03-2024,Fashion,Handbag,Karnataka,1,1372.02,10,Cancelled,Credit Card,Mobile App,1234.82
OD20475,16-05-2024,Home,Cushion,Maharashtra,2,3249.36,0,Cancelled,UPI,Website,6498.72
OD20476,03-05-2024,Fashion,Sneakers,Tamil Nadu,1,4809.37,25,Pending,Credit Card,Website,3607.03
OD20477,04-03-2024,Home,Curtain,Delhi,5,315.1,25,Returned,Debit Card,Mobile App,1181.62
OD20478,28-12-2024,Fashion,Kurti,Maharashtra,5,6320.01,15,Returned,UPI,Mobile App,26860.04
OD20479,19-06-2024,Books,Novel,Delhi,3,5695.09,10,Pending,COD,Mobile App,15376.74
OD20480,28-02-2024,Electronics,Phone Cover,Karnataka,2,5981.79,5,Delivered,COD,Mobile App,11365.4
OD20481,30-03-2024,Electronics,Power Bank,DELHI,4,746.67,25,Delivered,COD,Mobile App,2240.01
OD20482,01-05-2024,Fashion,T-Shirt,West Bengal,3,2542.99,25,Cancelled,Wallet,Mobile App,5721.73
OD20483,07-01-2024,Fashion,Kurti,Gujarat,1,886.12,0,Cancelled,UPI,Mobile App,886.12
OD20484,15-07-2024,Books,Comic,Delhi,6,2203.99,0,Cancelled,UPI,Mobile App,13223.94
OD20485,29-02-2024,Beauty,Sunscreen,Delhi,6,4853.3,10,Delivered,UPI,Mobile App,26207.82
OD20486,12-07-2024,Fashion,Jeans,Rajasthan,1,2473.35,0,Delivered,Wallet,Website,2473.35
OD20487,15-11-2024,Beauty,Hair Oil,Karnataka,6,3902.39,0,Pending,UPI,Mobile App,23414.34
OD20488,01-05-2024,Electronics,Power Bank,Tamil Nadu,6,3142.56,10,Pending,Wallet,Mobile App,16969.82
